"Statistic Label","Month","Detailed Sub Indices","UNIT","VALUE"
"Consumer Price Index","2024 June","Fruit","Base Dec 2023=100","100.9"
"Consumer Price Index","2024 June","Fresh or chilled fruit","Base Dec 2023=100","100.5"
"Consumer Price Index","2024 June","Dried fruit and nuts","Base Dec 2023=100","103.1"
"Consumer Price Index","2024 June","Preserved fruit and fruit-based products","Base Dec 2023=100","101.2"
"Consumer Price Index","2024 June","Vegetables","Base Dec 2023=100","104"
"Consumer Price Index","2024 June","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","103.1"
"Consumer Price Index","2024 June","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","105.6"
"Consumer Price Index","2024 June","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","100.9"
"Consumer Price Index","2024 June","Potatoes","Base Dec 2023=100","107.8"
"Consumer Price Index","2024 June","Crisps","Base Dec 2023=100","103.9"
"Consumer Price Index","2024 June","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","101.6"
"Consumer Price Index","2024 June","Sugar","Base Dec 2023=100","99.6"
"Consumer Price Index","2024 June","Jams, marmalades and honey","Base Dec 2023=100","100"
"Consumer Price Index","2024 June","Chocolate","Base Dec 2023=100","102.8"
"Consumer Price Index","2024 June","Confectionery products","Base Dec 2023=100","102.3"
"Consumer Price Index","2024 June","Edible ices and ice cream","Base Dec 2023=100","99.7"
"Consumer Price Index","2024 June","Artifical sugar substitutes","Base Dec 2023=100","95.6"
"Consumer Price Index","2024 June","Food products n.e.c.","Base Dec 2023=100","101.7"
"Consumer Price Index","2024 June","Sauces and condiments","Base Dec 2023=100","104.2"
"Consumer Price Index","2024 June","Salt, spices and culinary herbs","Base Dec 2023=100","99.2"
"Consumer Price Index","2024 June","Baby food","Base Dec 2023=100","97.7"
"Consumer Price Index","2024 June","Ready-made meals","Base Dec 2023=100","99"
"Consumer Price Index","2024 June","Other food products n.e.c.","Base Dec 2023=100","100.7"
"Consumer Price Index","2024 June","Non-alcoholic beverages","Base Dec 2023=100","101.8"
"Consumer Price Index","2024 June","Coffee, tea and cocoa","Base Dec 2023=100","100.8"
"Consumer Price Index","2024 June","Coffee","Base Dec 2023=100","98.8"
"Consumer Price Index","2024 June","Tea","Base Dec 2023=100","102.8"
"Consumer Price Index","2024 June","Cocoa and powdered chocolate","Base Dec 2023=100","105.6"
"Consumer Price Index","2024 June","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","102.2"
"Consumer Price Index","2024 June","Mineral or spring waters","Base Dec 2023=100","104.9"
"Consumer Price Index","2024 June","Soft drinks","Base Dec 2023=100","101.8"
"Consumer Price Index","2024 June","Fruit and vegetable juices","Base Dec 2023=100","100.7"
"Consumer Price Index","2024 July","All items","Base Dec 2023=100","101.5"
"Consumer Price Index","2024 July","Food and non-alcoholic beverages","Base Dec 2023=100","101"
"Consumer Price Index","2024 July","Food","Base Dec 2023=100","100.9"
"Consumer Price Index","2024 July","Bread and cereals","Base Dec 2023=100","100.6"
"Consumer Price Index","2024 July","Rice","Base Dec 2023=100","99.9"
"Consumer Price Index","2024 July","Flours and other cereals","Base Dec 2023=100","100.5"
"Consumer Price Index","2024 July","Bread","Base Dec 2023=100","99.6"
"Consumer Price Index","2024 July","Other bakery products","Base Dec 2023=100","100.9"
"Consumer Price Index","2024 July","Pizza and quiche","Base Dec 2023=100","101"
"Consumer Price Index","2024 July","Pasta products and couscous","Base Dec 2023=100","98.9"
"Consumer Price Index","2024 July","Breakfast cereals","Base Dec 2023=100","103.1"
"Consumer Price Index","2024 July","Other cereal products","Base Dec 2023=100","101.4"
"Consumer Price Index","2024 July","Meat","Base Dec 2023=100","99.7"
"Consumer Price Index","2024 July","Beef and veal","Base Dec 2023=100","101.4"
"Consumer Price Index","2024 July","Pork","Base Dec 2023=100","101.8"
"Consumer Price Index","2024 July","Lamb and goat","Base Dec 2023=100","101.6"
"Consumer Price Index","2024 July","Poultry","Base Dec 2023=100","97.8"
"Consumer Price Index","2024 July","Edible offal","Base Dec 2023=100","102.3"
"Consumer Price Index","2024 July","Dried, salted or smoked meat","Base Dec 2023=100","98.3"
"Consumer Price Index","2024 July","Other meat preparations","Base Dec 2023=100","100.2"
"Consumer Price Index","2024 July","Fish","Base Dec 2023=100","98.4"
"Consumer Price Index","2024 July","Fresh or chilled fish","Base Dec 2023=100","98.3"
"Consumer Price Index","2024 July","Frozen fish","Base Dec 2023=100","100.7"
"Consumer Price Index","2024 July","Fresh or chilled seafood","Base Dec 2023=100","98.6"
"Consumer Price Index","2024 July","Dried, smoked or salted fish and seafood","Base Dec 2023=100","101.3"
"Consumer Price Index","2024 July","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","97.3"
"Consumer Price Index","2024 July","Milk, cheese and eggs","Base Dec 2023=100","99.7"
"Consumer Price Index","2024 July","Fresh whole milk","Base Dec 2023=100","100.6"
"Consumer Price Index","2024 July","Fresh low fat milk","Base Dec 2023=100","100.1"
"Consumer Price Index","2024 July","Yoghurt","Base Dec 2023=100","99.1"
"Consumer Price Index","2024 July","Cheese and curd","Base Dec 2023=100","98.7"
"Consumer Price Index","2024 July","Other milk products","Base Dec 2023=100","99.1"
"Consumer Price Index","2024 July","Eggs","Base Dec 2023=100","100.9"
"Consumer Price Index","2024 July","Oils and fats","Base Dec 2023=100","100.6"
"Consumer Price Index","2024 July","Butter","Base Dec 2023=100","99.8"
"Consumer Price Index","2024 July","Margarine and other vegetable fats","Base Dec 2023=100","96.3"
"Consumer Price Index","2024 July","Olive oil","Base Dec 2023=100","116.2"
"Consumer Price Index","2024 July","Other edible oils","Base Dec 2023=100","98.3"
"Consumer Price Index","2024 July","Fruit","Base Dec 2023=100","100.7"
"Consumer Price Index","2024 July","Fresh or chilled fruit","Base Dec 2023=100","100.5"
"Consumer Price Index","2024 July","Dried fruit and nuts","Base Dec 2023=100","101.7"
"Consumer Price Index","2024 July","Preserved fruit and fruit-based products","Base Dec 2023=100","101.4"
"Consumer Price Index","2024 July","Vegetables","Base Dec 2023=100","103.6"
"Consumer Price Index","2024 July","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","102.7"
"Consumer Price Index","2024 July","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","105.6"
"Consumer Price Index","2024 July","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","101.4"
"Consumer Price Index","2024 July","Potatoes","Base Dec 2023=100","107.6"
"Consumer Price Index","2024 July","Crisps","Base Dec 2023=100","101.5"
"Consumer Price Index","2024 July","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","102.6"
"Consumer Price Index","2024 July","Sugar","Base Dec 2023=100","99.6"
"Consumer Price Index","2024 July","Jams, marmalades and honey","Base Dec 2023=100","99.4"
"Consumer Price Index","2024 July","Chocolate","Base Dec 2023=100","105.2"
"Consumer Price Index","2024 July","Confectionery products","Base Dec 2023=100","101.9"
"Consumer Price Index","2024 July","Edible ices and ice cream","Base Dec 2023=100","99.2"
"Consumer Price Index","2024 July","Artifical sugar substitutes","Base Dec 2023=100","97"
"Consumer Price Index","2024 July","Food products n.e.c.","Base Dec 2023=100","102"
"Consumer Price Index","2024 July","Sauces and condiments","Base Dec 2023=100","104.6"
"Consumer Price Index","2024 July","Salt, spices and culinary herbs","Base Dec 2023=100","99.7"
"Consumer Price Index","2024 July","Baby food","Base Dec 2023=100","98.2"
"Consumer Price Index","2024 July","Ready-made meals","Base Dec 2023=100","99.4"
"Consumer Price Index","2024 July","Other food products n.e.c.","Base Dec 2023=100","100.7"
"Consumer Price Index","2024 July","Non-alcoholic beverages","Base Dec 2023=100","101.6"
"Consumer Price Index","2024 July","Coffee, tea and cocoa","Base Dec 2023=100","100"
"Consumer Price Index","2024 July","Coffee","Base Dec 2023=100","97.4"
"Consumer Price Index","2024 July","Tea","Base Dec 2023=100","102.6"
"Consumer Price Index","2024 July","Cocoa and powdered chocolate","Base Dec 2023=100","105.1"
"Consumer Price Index","2024 July","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","102.1"
"Consumer Price Index","2024 July","Mineral or spring waters","Base Dec 2023=100","104.9"
"Consumer Price Index","2024 July","Soft drinks","Base Dec 2023=100","101.2"
"Consumer Price Index","2024 July","Fruit and vegetable juices","Base Dec 2023=100","101.3"
"Consumer Price Index","2024 August","All items","Base Dec 2023=100","101.6"
"Consumer Price Index","2024 August","Food and non-alcoholic beverages","Base Dec 2023=100","101"
"Consumer Price Index","2024 August","Food","Base Dec 2023=100","100.9"
"Consumer Price Index","2024 August","Bread and cereals","Base Dec 2023=100","99.9"
"Consumer Price Index","2024 August","Rice","Base Dec 2023=100","97.3"
"Consumer Price Index","2024 August","Flours and other cereals","Base Dec 2023=100","99.6"
"Consumer Price Index","2024 August","Bread","Base Dec 2023=100","99.2"
"Consumer Price Index","2024 August","Other bakery products","Base Dec 2023=100","101"
"Consumer Price Index","2024 August","Pizza and quiche","Base Dec 2023=100","100.7"
"Consumer Price Index","2024 August","Pasta products and couscous","Base Dec 2023=100","96.9"
"Consumer Price Index","2024 August","Breakfast cereals","Base Dec 2023=100","101.1"
"Consumer Price Index","2024 August","Other cereal products","Base Dec 2023=100","98.6"
"Consumer Price Index","2024 August","Meat","Base Dec 2023=100","99.5"
"Consumer Price Index","2024 August","Beef and veal","Base Dec 2023=100","102.1"
"Consumer Price Index","2024 August","Pork","Base Dec 2023=100","99.9"
"Consumer Price Index","2024 August","Lamb and goat","Base Dec 2023=100","104.4"
"Consumer Price Index","2024 August","Poultry","Base Dec 2023=100","96.8"
"Consumer Price Index","2024 August","Edible offal","Base Dec 2023=100","102.5"
"Consumer Price Index","2024 August","Dried, salted or smoked meat","Base Dec 2023=100","99.5"
"Consumer Price Index","2024 August","Other meat preparations","Base Dec 2023=100","99.3"
"Consumer Price Index","2024 August","Fish","Base Dec 2023=100","98.8"
"Consumer Price Index","2024 August","Fresh or chilled fish","Base Dec 2023=100","99.6"
"Consumer Price Index","2024 August","Frozen fish","Base Dec 2023=100","99.2"
"Consumer Price Index","2024 August","Fresh or chilled seafood","Base Dec 2023=100","99.9"
"Consumer Price Index","2024 August","Dried, smoked or salted fish and seafood","Base Dec 2023=100","100.5"
"Consumer Price Index","2024 August","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","96.5"
"Consumer Price Index","2024 August","Milk, cheese and eggs","Base Dec 2023=100","99.8"
"Consumer Price Index","2024 August","Fresh whole milk","Base Dec 2023=100","100.6"
"Consumer Price Index","2024 August","Fresh low fat milk","Base Dec 2023=100","100.1"
"Consumer Price Index","2024 August","Yoghurt","Base Dec 2023=100","100"
"Consumer Price Index","2024 August","Cheese and curd","Base Dec 2023=100","98.1"
"Consumer Price Index","2024 August","Other milk products","Base Dec 2023=100","100.3"
"Consumer Price Index","2024 August","Eggs","Base Dec 2023=100","100.9"
"Consumer Price Index","2024 August","Oils and fats","Base Dec 2023=100","99.9"
"Consumer Price Index","2024 August","Butter","Base Dec 2023=100","101.4"
"Consumer Price Index","2024 August","Margarine and other vegetable fats","Base Dec 2023=100","89.8"
"Consumer Price Index","2024 August","Olive oil","Base Dec 2023=100","115.2"
"Consumer Price Index","2024 August","Other edible oils","Base Dec 2023=100","99.3"
"Consumer Price Index","2024 August","Fruit","Base Dec 2023=100","99.8"
"Consumer Price Index","2024 August","Fresh or chilled fruit","Base Dec 2023=100","99.3"
"Consumer Price Index","2024 August","Dried fruit and nuts","Base Dec 2023=100","102.1"
"Consumer Price Index","2024 August","Preserved fruit and fruit-based products","Base Dec 2023=100","100.4"
"Consumer Price Index","2024 August","Vegetables","Base Dec 2023=100","104"
"Consumer Price Index","2024 August","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","103.8"
"Consumer Price Index","2024 August","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","106.2"
"Consumer Price Index","2024 August","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","100.6"
"Consumer Price Index","2024 August","Potatoes","Base Dec 2023=100","106.5"
"Consumer Price Index","2024 August","Crisps","Base Dec 2023=100","104.5"
"Consumer Price Index","2024 August","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","104.4"
"Consumer Price Index","2024 August","Sugar","Base Dec 2023=100","99.6"
"Consumer Price Index","2024 August","Jams, marmalades and honey","Base Dec 2023=100","99.2"
"Consumer Price Index","2024 August","Chocolate","Base Dec 2023=100","108.9"
"Consumer Price Index","2024 August","Confectionery products","Base Dec 2023=100","101.3"
"Consumer Price Index","2024 August","Edible ices and ice cream","Base Dec 2023=100","100.8"
"Consumer Price Index","2024 August","Artifical sugar substitutes","Base Dec 2023=100","93.7"
"Consumer Price Index","2024 August","Food products n.e.c.","Base Dec 2023=100","101.3"
"Consumer Price Index","2024 August","Sauces and condiments","Base Dec 2023=100","103.3"
"Consumer Price Index","2024 August","Salt, spices and culinary herbs","Base Dec 2023=100","99.2"
"Consumer Price Index","2024 August","Baby food","Base Dec 2023=100","97.7"
"Consumer Price Index","2024 August","Ready-made meals","Base Dec 2023=100","99.3"
"Consumer Price Index","2024 August","Other food products n.e.c.","Base Dec 2023=100","100.6"
"Consumer Price Index","2024 August","Non-alcoholic beverages","Base Dec 2023=100","102.1"
"Consumer Price Index","2024 August","Coffee, tea and cocoa","Base Dec 2023=100","101"
"Consumer Price Index","2024 August","Coffee","Base Dec 2023=100","98.8"
"Consumer Price Index","2024 August","Tea","Base Dec 2023=100","103"
"Consumer Price Index","2024 August","Cocoa and powdered chocolate","Base Dec 2023=100","107.4"
"Consumer Price Index","2024 August","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","102.5"
"Consumer Price Index","2024 August","Mineral or spring waters","Base Dec 2023=100","106.1"
"Consumer Price Index","2024 August","Soft drinks","Base Dec 2023=100","102.7"
"Consumer Price Index","2024 August","Fruit and vegetable juices","Base Dec 2023=100","99.9"
"Consumer Price Index","2024 September","All items","Base Dec 2023=100","100.7"
"Consumer Price Index","2024 September","Food and non-alcoholic beverages","Base Dec 2023=100","101.2"
"Consumer Price Index","2024 September","Food","Base Dec 2023=100","101"
"Consumer Price Index","2024 September","Bread and cereals","Base Dec 2023=100","100.5"
"Consumer Price Index","2024 September","Rice","Base Dec 2023=100","99.2"
"Consumer Price Index","2024 September","Flours and other cereals","Base Dec 2023=100","99.7"
"Consumer Price Index","2024 September","Bread","Base Dec 2023=100","99.8"
"Consumer Price Index","2024 September","Other bakery products","Base Dec 2023=100","101.7"
"Consumer Price Index","2024 September","Pizza and quiche","Base Dec 2023=100","102"
"Consumer Price Index","2024 September","Pasta products and couscous","Base Dec 2023=100","96.1"
"Consumer Price Index","2024 September","Breakfast cereals","Base Dec 2023=100","100.1"
"Consumer Price Index","2024 September","Other cereal products","Base Dec 2023=100","102.1"
"Consumer Price Index","2024 September","Meat","Base Dec 2023=100","99.5"
"Consumer Price Index","2024 September","Beef and veal","Base Dec 2023=100","102.4"
"Consumer Price Index","2024 September","Pork","Base Dec 2023=100","99.6"
"Consumer Price Index","2024 September","Lamb and goat","Base Dec 2023=100","102"
"Consumer Price Index","2024 September","Poultry","Base Dec 2023=100","97.3"
"Consumer Price Index","2024 September","Edible offal","Base Dec 2023=100","102.8"
"Consumer Price Index","2024 September","Dried, salted or smoked meat","Base Dec 2023=100","98.5"
"Consumer Price Index","2024 September","Other meat preparations","Base Dec 2023=100","99.9"
"Consumer Price Index","2024 September","Fish","Base Dec 2023=100","99.4"
"Consumer Price Index","2024 September","Fresh or chilled fish","Base Dec 2023=100","100.2"
"Consumer Price Index","2024 September","Frozen fish","Base Dec 2023=100","98.9"
"Consumer Price Index","2024 September","Fresh or chilled seafood","Base Dec 2023=100","99.3"
"Consumer Price Index","2024 September","Dried, smoked or salted fish and seafood","Base Dec 2023=100","101.2"
"Consumer Price Index","2024 September","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","97.5"
"Consumer Price Index","2024 September","Milk, cheese and eggs","Base Dec 2023=100","99.6"
"Consumer Price Index","2024 September","Fresh whole milk","Base Dec 2023=100","100.9"
"Consumer Price Index","2024 September","Fresh low fat milk","Base Dec 2023=100","100.3"
"Consumer Price Index","2024 September","Yoghurt","Base Dec 2023=100","99.1"
"Consumer Price Index","2024 September","Cheese and curd","Base Dec 2023=100","97.7"
"Consumer Price Index","2024 September","Other milk products","Base Dec 2023=100","99.5"
"Consumer Price Index","2024 September","Eggs","Base Dec 2023=100","100.9"
"Consumer Price Index","2024 September","Oils and fats","Base Dec 2023=100","102.3"
"Consumer Price Index","2024 September","Butter","Base Dec 2023=100","105"
"Consumer Price Index","2024 September","Margarine and other vegetable fats","Base Dec 2023=100","92.3"
"Consumer Price Index","2024 September","Olive oil","Base Dec 2023=100","115.6"
"Consumer Price Index","2024 September","Other edible oils","Base Dec 2023=100","99.4"
"Consumer Price Index","2024 September","Fruit","Base Dec 2023=100","100.4"
"Consumer Price Index","2024 September","Fresh or chilled fruit","Base Dec 2023=100","99.9"
"Consumer Price Index","2024 September","Dried fruit and nuts","Base Dec 2023=100","102.6"
"Consumer Price Index","2024 September","Preserved fruit and fruit-based products","Base Dec 2023=100","101.6"
"Consumer Price Index","2024 September","Vegetables","Base Dec 2023=100","103.7"
"Consumer Price Index","2024 September","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","103.2"
"Consumer Price Index","2024 September","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","105.9"
"Consumer Price Index","2024 September","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","100.7"
"Consumer Price Index","2024 September","Potatoes","Base Dec 2023=100","106.2"
"Consumer Price Index","2024 September","Crisps","Base Dec 2023=100","105"
"Consumer Price Index","2024 September","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","104.2"
"Consumer Price Index","2024 September","Sugar","Base Dec 2023=100","99.6"
"Consumer Price Index","2024 September","Jams, marmalades and honey","Base Dec 2023=100","97.8"
"Consumer Price Index","2024 September","Chocolate","Base Dec 2023=100","108.9"
"Consumer Price Index","2024 September","Confectionery products","Base Dec 2023=100","100.1"
"Consumer Price Index","2024 September","Edible ices and ice cream","Base Dec 2023=100","101.9"
"Consumer Price Index","2024 September","Artifical sugar substitutes","Base Dec 2023=100","95.8"
"Consumer Price Index","2024 September","Food products n.e.c.","Base Dec 2023=100","100.8"
"Consumer Price Index","2024 September","Sauces and condiments","Base Dec 2023=100","103"
"Consumer Price Index","2024 September","Salt, spices and culinary herbs","Base Dec 2023=100","99.5"
"Consumer Price Index","2024 September","Baby food","Base Dec 2023=100","98.2"
"Consumer Price Index","2024 September","Ready-made meals","Base Dec 2023=100","99.7"
"Consumer Price Index","2024 September","Other food products n.e.c.","Base Dec 2023=100","98.1"
"Consumer Price Index","2024 September","Non-alcoholic beverages","Base Dec 2023=100","102.2"
"Consumer Price Index","2024 September","Coffee, tea and cocoa","Base Dec 2023=100","101.9"
"Consumer Price Index","2024 September","Coffee","Base Dec 2023=100","98.5"
"Consumer Price Index","2024 September","Tea","Base Dec 2023=100","105.3"
"Consumer Price Index","2024 September","Cocoa and powdered chocolate","Base Dec 2023=100","108.4"
"Consumer Price Index","2024 September","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","102.4"
"Consumer Price Index","2024 September","Mineral or spring waters","Base Dec 2023=100","104.7"
"Consumer Price Index","2024 September","Soft drinks","Base Dec 2023=100","102.8"
"Consumer Price Index","2024 September","Fruit and vegetable juices","Base Dec 2023=100","100.4"
"Consumer Price Index","2024 October","All items","Base Dec 2023=100","101"
"Consumer Price Index","2024 October","Food and non-alcoholic beverages","Base Dec 2023=100","101.7"
"Consumer Price Index","2024 October","Food","Base Dec 2023=100","101.5"
"Consumer Price Index","2024 October","Bread and cereals","Base Dec 2023=100","101.1"
"Consumer Price Index","2024 October","Rice","Base Dec 2023=100","95.7"
"Consumer Price Index","2024 October","Flours and other cereals","Base Dec 2023=100","99.6"
"Consumer Price Index","2024 October","Bread","Base Dec 2023=100","99.7"
"Consumer Price Index","2024 October","Other bakery products","Base Dec 2023=100","102"
"Consumer Price Index","2024 October","Pizza and quiche","Base Dec 2023=100","100.8"
"Consumer Price Index","2024 October","Pasta products and couscous","Base Dec 2023=100","98.9"
"Consumer Price Index","2024 October","Breakfast cereals","Base Dec 2023=100","102.1"
"Consumer Price Index","2024 October","Other cereal products","Base Dec 2023=100","108.2"
"Consumer Price Index","2024 October","Meat","Base Dec 2023=100","99.7"
"Consumer Price Index","2024 October","Beef and veal","Base Dec 2023=100","102.5"
"Consumer Price Index","2024 October","Pork","Base Dec 2023=100","98.2"
"Consumer Price Index","2024 October","Lamb and goat","Base Dec 2023=100","103.2"
"Consumer Price Index","2024 October","Poultry","Base Dec 2023=100","97.1"
"Consumer Price Index","2024 October","Edible offal","Base Dec 2023=100","102.8"
"Consumer Price Index","2024 October","Dried, salted or smoked meat","Base Dec 2023=100","98.9"
"Consumer Price Index","2024 October","Other meat preparations","Base Dec 2023=100","100.3"
"Consumer Price Index","2024 October","Fish","Base Dec 2023=100","98.8"
"Consumer Price Index","2024 October","Fresh or chilled fish","Base Dec 2023=100","98.7"
"Consumer Price Index","2024 October","Frozen fish","Base Dec 2023=100","99.3"
"Consumer Price Index","2024 October","Fresh or chilled seafood","Base Dec 2023=100","98"
"Consumer Price Index","2024 October","Dried, smoked or salted fish and seafood","Base Dec 2023=100","101.2"
"Consumer Price Index","2024 October","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","98"
"Consumer Price Index","2024 October","Milk, cheese and eggs","Base Dec 2023=100","100.1"
"Consumer Price Index","2024 October","Fresh whole milk","Base Dec 2023=100","101.3"
"Consumer Price Index","2024 October","Fresh low fat milk","Base Dec 2023=100","101.5"
"Consumer Price Index","2024 October","Yoghurt","Base Dec 2023=100","99.1"
"Consumer Price Index","2024 October","Cheese and curd","Base Dec 2023=100","98.9"
"Consumer Price Index","2024 October","Other milk products","Base Dec 2023=100","99"
"Consumer Price Index","2024 October","Eggs","Base Dec 2023=100","100.9"
"Consumer Price Index","2024 October","Oils and fats","Base Dec 2023=100","102.8"
"Consumer Price Index","2024 October","Butter","Base Dec 2023=100","105.6"
"Consumer Price Index","2024 October","Margarine and other vegetable fats","Base Dec 2023=100","91.9"
"Consumer Price Index","2024 October","Olive oil","Base Dec 2023=100","117.3"
"Consumer Price Index","2024 October","Other edible oils","Base Dec 2023=100","100"
"Consumer Price Index","2024 October","Fruit","Base Dec 2023=100","100.1"
"Consumer Price Index","2024 October","Fresh or chilled fruit","Base Dec 2023=100","99.9"
"Consumer Price Index","2024 October","Dried fruit and nuts","Base Dec 2023=100","101.6"
"Consumer Price Index","2024 October","Preserved fruit and fruit-based products","Base Dec 2023=100","99.3"
"Consumer Price Index","2024 October","Vegetables","Base Dec 2023=100","104.3"
"Consumer Price Index","2024 October","Fresh or chilled vegetables other than potatoes and other tubers","Base Dec 2023=100","104.4"
"Consumer Price Index","2024 October","Frozen vegetables other than potatoes and other tubers","Base Dec 2023=100","107.5"
"Consumer Price Index","2024 October","Dried vegetables, other preserved or processed vegetables","Base Dec 2023=100","100.9"
"Consumer Price Index","2024 October","Potatoes","Base Dec 2023=100","105.5"
"Consumer Price Index","2024 October","Crisps","Base Dec 2023=100","106.5"
"Consumer Price Index","2024 October","Sugar, jam, honey, chocolate and confectionery","Base Dec 2023=100","106"
"Consumer Price Index","2024 October","Sugar","Base Dec 2023=100","99.9"
"Consumer Price Index","2024 October","Jams, marmalades and honey","Base Dec 2023=100","98.8"
"Consumer Price Index","2024 October","Chocolate","Base Dec 2023=100","112.7"
"Consumer Price Index","2024 October","Confectionery products","Base Dec 2023=100","100.1"
"Consumer Price Index","2024 October","Edible ices and ice cream","Base Dec 2023=100","100.6"
"Consumer Price Index","2024 October","Artifical sugar substitutes","Base Dec 2023=100","97.7"
"Consumer Price Index","2024 October","Food products n.e.c.","Base Dec 2023=100","101.5"
"Consumer Price Index","2024 October","Sauces and condiments","Base Dec 2023=100","103.4"
"Consumer Price Index","2024 October","Salt, spices and culinary herbs","Base Dec 2023=100","99.5"
"Consumer Price Index","2024 October","Baby food","Base Dec 2023=100","97.8"
"Consumer Price Index","2024 October","Ready-made meals","Base Dec 2023=100","99.7"
"Consumer Price Index","2024 October","Other food products n.e.c.","Base Dec 2023=100","100.6"
"Consumer Price Index","2024 October","Non-alcoholic beverages","Base Dec 2023=100","103.1"
"Consumer Price Index","2024 October","Coffee, tea and cocoa","Base Dec 2023=100","101.9"
"Consumer Price Index","2024 October","Coffee","Base Dec 2023=100","99.1"
"Consumer Price Index","2024 October","Tea","Base Dec 2023=100","105"
"Consumer Price Index","2024 October","Cocoa and powdered chocolate","Base Dec 2023=100","106"
"Consumer Price Index","2024 October","Mineral waters, soft drinks, fruit and vegetable juices","Base Dec 2023=100","103.5"
"Consumer Price Index","2024 October","Mineral or spring waters","Base Dec 2023=100","104.5"
"Consumer Price Index","2024 October","Soft drinks","Base Dec 2023=100","103"
"Consumer Price Index","2024 October","Fruit and vegetable juices","Base Dec 2023=100","103.4"
"Consumer Price Index","2024 November","All items","Base Dec 2023=100","100.5"
"Consumer Price Index","2024 November","Food and non-alcoholic beverages","Base Dec 2023=100","101.9"
"Consumer Price Index","2024 November","Food","Base Dec 2023=100","101.8"
"Consumer Price Index","2024 November","Bread and cereals","Base Dec 2023=100","101.4"
"Consumer Price Index","2024 November","Rice","Base Dec 2023=100","97.4"
"Consumer Price Index","2024 November","Flours and other cereals","Base Dec 2023=100","95.9"
"Consumer Price Index","2024 November","Bread","Base Dec 2023=100","99.7"
"Consumer Price Index","2024 November","Other bakery products","Base Dec 2023=100","103.5"
"Consumer Price Index","2024 November","Pizza and quiche","Base Dec 2023=100","100.4"
"Consumer Price Index","2024 November","Pasta products and couscous","Base Dec 2023=100","98.9"
"Consumer Price Index","2024 November","Breakfast cereals","Base Dec 2023=100","102.5"
"Consumer Price Index","2024 November","Other cereal products","Base Dec 2023=100","104.7"
"Consumer Price Index","2024 November","Meat","Base Dec 2023=100","100.1"
"Consumer Price Index","2024 November","Beef and veal","Base Dec 2023=100","102.3"
"Consumer Price Index","2024 November","Pork","Base Dec 2023=100","100.2"
"Consumer Price Index","2024 November","Lamb and goat","Base Dec 2023=100","103.2"
"Consumer Price Index","2024 November","Poultry","Base Dec 2023=100","97.8"
"Consumer Price Index","2024 November","Edible offal","Base Dec 2023=100","104.6"
"Consumer Price Index","2024 November","Dried, salted or smoked meat","Base Dec 2023=100","99.2"
"Consumer Price Index","2024 November","Other meat preparations","Base Dec 2023=100","100.5"
"Consumer Price Index","2024 November","Fish","Base Dec 2023=100","98.9"
"Consumer Price Index","2024 November","Fresh or chilled fish","Base Dec 2023=100","98.3"
"Consumer Price Index","2024 November","Frozen fish","Base Dec 2023=100","99.3"
"Consumer Price Index","2024 November","Fresh or chilled seafood","Base Dec 2023=100","97.1"
"Consumer Price Index","2024 November","Dried, smoked or salted fish and seafood","Base Dec 2023=100","101"
"Consumer Price Index","2024 November","Other preserved or processed fish and seafood-based preparations","Base Dec 2023=100","99.6"
"Consumer Price Index","2024 November","Milk, cheese and eggs","Base Dec 2023=100","102"
"Consumer Price Index","2024 November","Fresh whole milk","Base Dec 2023=100","105.8"
"Consumer Price Index","2024 November","Fresh low fat milk","Base Dec 2023=100","105.8"
"Consumer Price Index","2024 November","Yoghurt","Base Dec 2023=100","99.8"
"Consumer Price Index","2024 November","Cheese and curd","Base Dec 2023=100","99.6"
"Consumer Price Index","2024 November","Other milk products","Base Dec 2023=100","100.4"
"Consumer Price Index","2024 November","Eggs","Base Dec 2023=100","100.9"
"Consumer Price Index","2024 November","Oils and fats","Base Dec 2023=100","103.6"
